"Molecule
","Market
","Manufacturer
","Product
","Molecule Combination Type
","Launch Year
","Corporation
","MIDAS Corporation
","Strength
","ATC1
","ATC2
","ATC4
","ATC3
","Pack
","Launch Date
","Retail Price
","NFC1
","NFC3
","NFC2
","2025
LC Value","2025
Units","2024
LC Value","2024
Units","2023
LC Value","2023
Units","2022
LC Value","2022
Units","2021
LC Value","2021
Units","2020
LC Value","2020
Units"
"
VALSARTAN
","
PRIVATE MARKET
","
NOVARTIS PHARMA
","
EXFORGE HCT
","
COMBI
","
2011
","
NOVARTIS
","
NOVARTIS
","
12.5MG
","
C0 CARDIOVASCULAR SYSTEM
","
C09 AGNT REN-ANGIOTEN SYSTEM
","
C09D3 AT2 ANTG COMB CALC ANTAG
","
C09D ANGIOTENSIN-II ANTAG.COMB
","
F.C.TA 10MG/ 12.5 MG /160 28
","
201101
","
225.00
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
","6,118,650","27,194","11,787,300","52,388","14,154,750","62,910","16,443,450","73,082","11,605,725","51,581","4,930,425","21,913"
"
VALSARTAN
","
PRIVATE MARKET
","
NOVARTIS PHARMA
","
EXFORGE HCT
","
COMBI
","
2011
","
NOVARTIS
","
NOVARTIS
","
12.5MG
","
C0 CARDIOVASCULAR SYSTEM
","
C09 AGNT REN-ANGIOTEN SYSTEM
","
C09D3 AT2 ANTG COMB CALC ANTAG
","
C09D ANGIOTENSIN-II ANTAG.COMB
","
F.C.TAB 5MG/ 12.5 MG /160 28
","
201102
","
215.00
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
","8,273,415","38,481","17,344,050","80,670","19,250,885","89,539","21,757,570","101,198","17,420,590","81,026","7,748,815","36,041"
"
VALSARTAN
","
PRIVATE MARKET
","
PHARMA INTERNATION
","
DIOSTAR
","
MONO
","
2023
","
PHARMA INTERNATION
","
AXANTIA
","
0080MG
","
C0 CARDIOVASCULAR SYSTEM
","
C09 AGNT REN-ANGIOTEN SYSTEM
","
C09C0 ANGIOTENSN-II ANTAG.PLAIN
","
C09C ANGIOTENSN-II ANTAG.PLAIN
","
F.C. TABS 80 MG 30
","
202312
","
37.50
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
","21,788",581,"64,914","1,731",,,,,,,,
"
VALSARTAN
","
PRIVATE MARKET
","
PHARMA INTERNATION
","
DIOSTAR
","
MONO
","
2024
","
PHARMA INTERNATION
","
AXANTIA
","
0160MG
","
C0 CARDIOVASCULAR SYSTEM
","
C09 AGNT REN-ANGIOTEN SYSTEM
","
C09C0 ANGIOTENSN-II ANTAG.PLAIN
","
C09C ANGIOTENSN-II ANTAG.PLAIN
","
F.C. TABS 160 MG 30
","
202403
","
46.00
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
","6,900",150,"9,384",204,,,,,,,,
"
VALSARTAN
","
PRIVATE MARKET
","
PHARMA INTERNATION
","
DIOSTAR PLUS
","
COMBI
","
2023
","
PHARMA INTERNATION
","
AXANTIA
","
0025MG
","
C0 CARDIOVASCULAR SYSTEM
","
C09 AGNT REN-ANGIOTEN SYSTEM
","
C09D1 AT2 ANTG COMB C2 &/O DIU
","
C09D ANGIOTENSIN-II ANTAG.COMB
","
TABS 160MG/ 25 MG 30
","
202307
","
48.00
","
A ORAL SOLID ORDINARY
","
AAA ORAL S ORD TABLETS
","
AA ORAL S ORD TABLETS
","14,976",312,"23,232",484,"8,880",185,,,,,,
"
VALSARTAN
","
PRIVATE MARKET
","
PHARMA INTERNATION
","
DIOSTAR PLUS
","
COMBI
","
2023
","
PHARMA INTERNATION
","
AXANTIA
","
12.5MG
","
C0 CARDIOVASCULAR SYSTEM
","
C09 AGNT REN-ANGIOTEN SYSTEM
","
C09D1 AT2 ANTG COMB C2 &/O DIU
","
C09D ANGIOTENSIN-II ANTAG.COMB
","
TABS 160MG/ 12.5 MG 30
","
202306
","
48.00
","
A ORAL SOLID ORDINARY
","
AAA ORAL S ORD TABLETS
","
AA ORAL S ORD TABLETS
","27,216",567,"110,256","2,297","22,272",464,,,,,,
"
VALSARTAN
","
PRIVATE MARKET
","
PHARMA INTERNATION
","
DIOSTAR PLUS
","
COMBI
","
2023
","
PHARMA INTERNATION
","
AXANTIA
","
12.5MG
","
C0 CARDIOVASCULAR SYSTEM
","
C09 AGNT REN-ANGIOTEN SYSTEM
","
C09D1 AT2 ANTG COMB C2 &/O DIU
","
C09D ANGIOTENSIN-II ANTAG.COMB
","
TABS 80MG/ 12.5 MG 30
","
202306
","
42.50
","
A ORAL SOLID ORDINARY
","
AAA ORAL S ORD TABLETS
","
AA ORAL S ORD TABLETS
","27,031",636,"42,756","1,006","66,556","1,566",,,,,,
"
VALSARTAN
","
PRIVATE MARKET
","
PHARMA INTERNATION
","
NEWSTAR
","
COMBI
","
2024
","
PHARMA INTERNATION
","
AXANTIA
","
0005MG
","
C0 CARDIOVASCULAR SYSTEM
","
C09 AGNT REN-ANGIOTEN SYSTEM
","
C09D3 AT2 ANTG COMB CALC ANTAG
","
C09D ANGIOTENSIN-II ANTAG.COMB
","
F.C.TAB 160/ 5 MG 28
","
202401
","
76.50
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
","59,059",772,"42,384",554,,,,,,,,
"
VALSARTAN
","
PRIVATE MARKET
","
PHARMA INTERNATION
","
NEWSTAR
","
COMBI
","
2024
","
PHARMA INTERNATION
","
AXANTIA
","
0010MG
","
C0 CARDIOVASCULAR SYSTEM
","
C09 AGNT REN-ANGIOTEN SYSTEM
","
C09D3 AT2 ANTG COMB CALC ANTAG
","
C09D ANGIOTENSIN-II ANTAG.COMB
","
F.C.TAB 160/ 10 MG 28
","
202405
","
76.50
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
",,,"15,149",198,,,,,,,,
"
VALSARTAN
","
PRIVATE MARKET
","
PHARMALINK
","
WAMLOX
","
COMBI
","
2022
","
PHARMALINK*
","
PHARMALINK
","
0160MG
","
C0 CARDIOVASCULAR SYSTEM
","
C09 AGNT REN-ANGIOTEN SYSTEM
","
C09D3 AT2 ANTG COMB CALC ANTAG
","
C09D ANGIOTENSIN-II ANTAG.COMB
","
F.C.T 10MG/ 160 MG 28
","
202204
","
85.50
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
","34,459",403,"92,513","1,082","70,198",821,"34,543",404,,,,
"
VALSARTAN
","
PRIVATE MARKET
","
PHARMALINK
","
WAMLOX
","
COMBI
","
2022
","
PHARMALINK*
","
PHARMALINK
","
0160MG
","
C0 CARDIOVASCULAR SYSTEM
","
C09 AGNT REN-ANGIOTEN SYSTEM
","
C09D3 AT2 ANTG COMB CALC ANTAG
","
C09D ANGIOTENSIN-II ANTAG.COMB
","
F.C.TAB 5MG/ 160 MG 28
","
202204
","
82.50
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
","97,929","1,187","253,443","3,072","369,189","4,475","72,848",883,,,,
"
VALSARTAN
","
PRIVATE MARKET
","
PHARMAX PHAR FZLLC
","
IMPRIDA
","
COMBI
","
2017
","
PHARMAX PHA FZLLC*
","
PHARMAX PHAR FZLLC
","
0160MG
","
C0 CARDIOVASCULAR SYSTEM
","
C09 AGNT REN-ANGIOTEN SYSTEM
","
C09D3 AT2 ANTG COMB CALC ANTAG
","
C09D ANGIOTENSIN-II ANTAG.COMB
","
F.C.TA 10MG/ 160 MG 28
","
201705
","
193.00
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
",,,"35,319",183,"385,421","1,997","541,365","2,805","251,865","1,305","1,211,928","6,000"
"
VALSARTAN
","
PRIVATE MARKET
","
PHARMAX PHAR FZLLC
","
IMPRIDA
","
COMBI
","
2017
","
PHARMAX PHA FZLLC*
","
PHARMAX PHAR FZLLC
","
0160MG
","
C0 CARDIOVASCULAR SYSTEM
","
C09 AGNT REN-ANGIOTEN SYSTEM
","
C09D3 AT2 ANTG COMB CALC ANTAG
","
C09D ANGIOTENSIN-II ANTAG.COMB
","
F.C.TAB 5MG/ 160 MG 28
","
201705
","
186.00
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
",,,"185,070",995,"822,864","4,424","751,254","4,039","2,210,238","11,883","3,260,968","16,818"
"
VALSARTAN
","
PRIVATE MARKET
","
PHARMAX PHAR FZLLC
","
IMPRIDA
","
COMBI
","
2017
","
PHARMAX PHA FZLLC*
","
PHARMAX PHAR FZLLC
","
0320MG
","
C0 CARDIOVASCULAR SYSTEM
","
C09 AGNT REN-ANGIOTEN SYSTEM
","
C09D3 AT2 ANTG COMB CALC ANTAG
","
C09D ANGIOTENSIN-II ANTAG.COMB
","
F.C.TA 10MG/ 320 MG 28
","
201709
","
267.50
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
",,,,,"69,818",261,"64,201",240,"2,675",10,"37,063",125
"
VALSARTAN
","
PRIVATE MARKET
","
PHARMAX PHAR FZLLC
","
IMPRIDA
","
COMBI
","
2017
","
PHARMAX PHA FZLLC*
","
PHARMAX PHAR FZLLC
","
0320MG
","
C0 CARDIOVASCULAR SYSTEM
","
C09 AGNT REN-ANGIOTEN SYSTEM
","
C09D3 AT2 ANTG COMB CALC ANTAG
","
C09D ANGIOTENSIN-II ANTAG.COMB
","
F.C.TAB 5MG/ 320 MG 28
","
201705
","
267.50
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
",,,"11,771",44,"26,216",98,,,"3,210",12,"32,832",112
"
VALSARTAN
","
PRIVATE MARKET
","
PHARMAX PHAR FZLLC
","
IMPRIDA HCT
","
COMBI
","
2017
","
PHARMAX PHA FZLLC*
","
PHARMAX PHAR FZLLC
","
0025MG
","
C0 CARDIOVASCULAR SYSTEM
","
C09 AGNT REN-ANGIOTEN SYSTEM
","
C09D3 AT2 ANTG COMB CALC ANTAG
","
C09D ANGIOTENSIN-II ANTAG.COMB
","
FCT 10/160MG 25 MG 28
","
201706
","
206.50
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
",,,,,"61,746",299,620,3,"20,444",99,"93,226",435
"
VALSARTAN
","
PRIVATE MARKET
","
PHARMAX PHAR FZLLC
","
IMPRIDA HCT
","
COMBI
","
2017
","
PHARMAX PHA FZLLC*
","
PHARMAX PHAR FZLLC
","
0025MG
","
C0 CARDIOVASCULAR SYSTEM
","
C09 AGNT REN-ANGIOTEN SYSTEM
","
C09D3 AT2 ANTG COMB CALC ANTAG
","
C09D ANGIOTENSIN-II ANTAG.COMB
","
FCT 5/160MG 25 MG 28
","
201706
","
197.50
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
",,,,,"51,352",260,"41,673",211,198,1,"43,979",207
"
VALSARTAN
","
PRIVATE MARKET
","
PHARMAX PHAR FZLLC
","
IMPRIDA HCT
","
COMBI
","
2017
","
PHARMAX PHA FZLLC*
","
PHARMAX PHAR FZLLC
","
12.5MG
","
C0 CARDIOVASCULAR SYSTEM
","
C09 AGNT REN-ANGIOTEN SYSTEM
","
C09D3 AT2 ANTG COMB CALC ANTAG
","
C09D ANGIOTENSIN-II ANTAG.COMB
","
FCT 10/160MG 12.5 MG 28
","
201706
","
203.00
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
",,,,,"301,658","1,486","156,919",773,"574,287","2,829","835,696","3,930"
"
VALSARTAN
","
PRIVATE MARKET
","
PHARMAX PHAR FZLLC
","
IMPRIDA HCT
","
COMBI
","
2017
","
PHARMAX PHA FZLLC*
","
PHARMAX PHAR FZLLC
","
12.5MG
","
C0 CARDIOVASCULAR SYSTEM
","
C09 AGNT REN-ANGIOTEN SYSTEM
","
C09D3 AT2 ANTG COMB CALC ANTAG
","
C09D ANGIOTENSIN-II ANTAG.COMB
","
FCT 5/160MG 12.5 MG 28
","
201706
","
194.00
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
",,,,,"219,414","1,131","131,338",677,"29,876",154,"1,079,336","5,338"
"
VALSARTAN
","
PRIVATE MARKET
","
SAJA
","
ARBAVAL
","
MONO
","
2020
","
SAJA*
","
SAJA PHARM
","
0040MG
","
C0 CARDIOVASCULAR SYSTEM
","
C09 AGNT REN-ANGIOTEN SYSTEM
","
C09C0 ANGIOTENSN-II ANTAG.PLAIN
","
C09C ANGIOTENSN-II ANTAG.PLAIN
","
FILM C.TABS 40 MG 28
","
202010
","
20.50
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
",,,,,,,42,2,"8,838",431,"6,499",317
"
VALSARTAN
","
PRIVATE MARKET
","
SAJA
","
ARBAVAL
","
MONO
","
2020
","
SAJA*
","
SAJA PHARM
","
0080MG
","
C0 CARDIOVASCULAR SYSTEM
","
C09 AGNT REN-ANGIOTEN SYSTEM
","
C09C0 ANGIOTENSN-II ANTAG.PLAIN
","
C09C ANGIOTENSN-II ANTAG.PLAIN
","
FILM C.TABS 80 MG 28
","
202008
","
34.00
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
","97,308","2,862","735,080","21,620","527,918","15,527","607,376","17,864","369,376","10,864","128,078","3,767"
"
VALSARTAN
","
PRIVATE MARKET
","
SAJA
","
ARBAVAL
","
MONO
","
2020
","
SAJA*
","
SAJA PHARM
","
0160MG
","
C0 CARDIOVASCULAR SYSTEM
","
C09 AGNT REN-ANGIOTEN SYSTEM
","
C09C0 ANGIOTENSN-II ANTAG.PLAIN
","
C09C ANGIOTENSN-II ANTAG.PLAIN
","
FILM C.TABS 160 MG 28
","
202008
","
61.50
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
","459,345","7,469","814,877","13,250","597,477","9,715","764,694","12,434","559,284","9,094","160,332","2,607"
"
VALSARTAN
","
PRIVATE MARKET
","
SAJA
","
ARBAVAL
","
MONO
","
2020
","
SAJA*
","
SAJA PHARM
","
0320MG
","
C0 CARDIOVASCULAR SYSTEM
","
C09 AGNT REN-ANGIOTEN SYSTEM
","
C09C0 ANGIOTENSN-II ANTAG.PLAIN
","
C09C ANGIOTENSN-II ANTAG.PLAIN
","
FILM C.TABS 320 MG 28
","
202008
","
71.00
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
","15,478",218,"86,123","1,213","18,602",262,"19,667",277,"31,382",442,"31,453",443
"
VALSARTAN
","
PRIVATE MARKET
","
SAJA
","
ARBAVAL PLUS
","
COMBI
","
2020
","
SAJA*
","
SAJA PHARM
","
0025MG
","
C0 CARDIOVASCULAR SYSTEM
","
C09 AGNT REN-ANGIOTEN SYSTEM
","
C09D1 AT2 ANTG COMB C2 &/O DIU
","
C09D ANGIOTENSIN-II ANTAG.COMB
","
F.C.TAB 160/ 25 MG 28
","
202008
","
58.00
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
","43,210",745,"120,640","2,080","98,542","1,699","147,146","2,537","113,912","1,964","59,682","1,029"
"
VALSARTAN
","
PRIVATE MARKET
","
SAJA
","
ARBAVAL PLUS
","
COMBI
","
2020
","
SAJA*
","
SAJA PHARM
","
0025MG
","
C0 CARDIOVASCULAR SYSTEM
","
C09 AGNT REN-ANGIOTEN SYSTEM
","
C09D1 AT2 ANTG COMB C2 &/O DIU
","
C09D ANGIOTENSIN-II ANTAG.COMB
","
F.C.TAB 320/ 25 MG 28
","
202008
","
78.00
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
",,,,,,,780,10,"21,450",275,"24,024",308
"
VALSARTAN
","
PRIVATE MARKET
","
SAJA
","
ARBAVAL PLUS
","
COMBI
","
2020
","
SAJA*
","
SAJA PHARM
","
12.5MG
","
C0 CARDIOVASCULAR SYSTEM
","
C09 AGNT REN-ANGIOTEN SYSTEM
","
C09D1 AT2 ANTG COMB C2 &/O DIU
","
C09D ANGIOTENSIN-II ANTAG.COMB
","
F.C.TAB 160/ 12.5 MG 28
","
202008
","
55.00
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
","357,005","6,491","1,005,455","18,281","662,090","12,038","947,705","17,231","579,755","10,541","142,890","2,598"
"
VALSARTAN
","
PRIVATE MARKET
","
SEVANA PHARM.
","
ANGIOVAN
","
MONO
","
2023
","
SEVANA PHARM.
","
SEVANA PHARM.
","
0080MG
","
C0 CARDIOVASCULAR SYSTEM
","
C09 AGNT REN-ANGIOTEN SYSTEM
","
C09C0 ANGIOTENSN-II ANTAG.PLAIN
","
C09C ANGIOTENSN-II ANTAG.PLAIN
","
F.C. TABS 80 MG 30
","
202302
","
59.00
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
",,,"10,974",186,"268,981","4,559",,,,,,
"
VALSARTAN
","
PRIVATE MARKET
","
SEVANA PHARM.
","
ANGIOVAN
","
MONO
","
2023
","
SEVANA PHARM.
","
SEVANA PHARM.
","
0160MG
","
C0 CARDIOVASCULAR SYSTEM
","
C09 AGNT REN-ANGIOTEN SYSTEM
","
C09C0 ANGIOTENSN-II ANTAG.PLAIN
","
C09C ANGIOTENSN-II ANTAG.PLAIN
","
F.C. TABS 160 MG 30
","
202302
","
74.50
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
","29,353",394,"10,208",137,"222,013","2,980",,,,,,
"
VALSARTAN
","
PRIVATE MARKET
","
SEVANA PHARM.
","
CO-ANGIOVAN
","
COMBI
","
2023
","
SEVANA PHARM.
","
SEVANA PHARM.
","
12.5MG
","
C0 CARDIOVASCULAR SYSTEM
","
C09 AGNT REN-ANGIOTEN SYSTEM
","
C09D1 AT2 ANTG COMB C2 &/O DIU
","
C09D ANGIOTENSIN-II ANTAG.COMB
","
F.C.TAB 160/ 12.5 MG 30
","
202302
","
67.00
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
","3,752",56,"20,234",302,"187,332","2,796",,,,,,
"
VALSARTAN
","
PRIVATE MARKET
","
SEVANA PHARM.
","
CO-ANGIOVAN
","
COMBI
","
2023
","
SEVANA PHARM.
","
SEVANA PHARM.
","
12.5MG
","
C0 CARDIOVASCULAR SYSTEM
","
C09 AGNT REN-ANGIOTEN SYSTEM
","
C09D1 AT2 ANTG COMB C2 &/O DIU
","
C09D ANGIOTENSIN-II ANTAG.COMB
","
F.C.TAB 80/ 12.5 MG 30
","
202302
","
58.00
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
","25,578",441,"13,804",238,"578,956","9,982",,,,,,
"
VALSARTAN
","
PRIVATE MARKET
","
SEVANA PHARM.
","
OBREXA
","
COMBI
","
2023
","
SEVANA PHARM.
","
SEVANA PHARM.
","
0000
","
C0 CARDIOVASCULAR SYSTEM
","
C09 AGNT REN-ANGIOTEN SYSTEM
","
C09D3 AT2 ANTG COMB CALC ANTAG
","
C09D ANGIOTENSIN-II ANTAG.COMB
","
FCT 10/160MG 30
","
202304
","
91.50
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
","40,535",443,"43,922",480,"276,515","3,022",,,,,,
"
VALSARTAN
","
PRIVATE MARKET
","
SEVANA PHARM.
","
OBREXA
","
COMBI
","
2023
","
SEVANA PHARM.
","
SEVANA PHARM.
","
0000
","
C0 CARDIOVASCULAR SYSTEM
","
C09 AGNT REN-ANGIOTEN SYSTEM
","
C09D3 AT2 ANTG COMB CALC ANTAG
","
C09D ANGIOTENSIN-II ANTAG.COMB
","
FCT 5/160MG 30
","
202304
","
88.50
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
","32,480",367,"39,474",446,"279,751","3,161",,,,,,
"
VALSARTAN
","
PRIVATE MARKET
","
SPIMACO
","
AMLOVAN HCT
","
COMBI
","
2024
","
SPIMACO
","
SPIMACO
","
12.5MG
","
C0 CARDIOVASCULAR SYSTEM
","
C09 AGNT REN-ANGIOTEN SYSTEM
","
C09D3 AT2 ANTG COMB CALC ANTAG
","
C09D ANGIOTENSIN-II ANTAG.COMB
","
FCT 10/160MG 12.5 MG 28
","
202408
","
54.50
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
",,,164,3,,,,,,,,
"
VALSARTAN
","
PRIVATE MARKET
","
SUN PHARMA
","
STARVAL
","
MONO
","
2021
","
SUN PHARMA*
","
SUN PHARMA
","
0080MG
","
C0 CARDIOVASCULAR SYSTEM
","
C09 AGNT REN-ANGIOTEN SYSTEM
","
C09C0 ANGIOTENSN-II ANTAG.PLAIN
","
C09C ANGIOTENSN-II ANTAG.PLAIN
","
FILM C.TABS 80 MG 30
","
202101
","
59.00
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
",,,,,,,"4,189",71,"99,120","1,680",,
"
VALSARTAN
","
PRIVATE MARKET
","
SUN PHARMA
","
STARVAL
","
MONO
","
2021
","
SUN PHARMA*
","
SUN PHARMA
","
0160MG
","
C0 CARDIOVASCULAR SYSTEM
","
C09 AGNT REN-ANGIOTEN SYSTEM
","
C09C0 ANGIOTENSN-II ANTAG.PLAIN
","
C09C ANGIOTENSN-II ANTAG.PLAIN
","
FILM C.TABS 160 MG 30
","
202101
","
74.50
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
",,,,,,,"2,235",30,"91,416","1,227",,
"
VALSARTAN
","
PRIVATE MARKET
","
TABUK PHARMACEUTI.
","
CO TABUVAN
","
COMBI
","
2015
","
TABUK PHARMACEUTI*
","
TABUK
","
12.5MG
","
C0 CARDIOVASCULAR SYSTEM
","
C09 AGNT REN-ANGIOTEN SYSTEM
","
C09D1 AT2 ANTG COMB C2 &/O DIU
","
C09D ANGIOTENSIN-II ANTAG.COMB
","
F.C.T.160MG/ 12.5 MG 30
","
201507
","
67.00
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
","758,306","11,318","1,273,402","19,006","1,404,387","20,961","1,417,117","21,151","1,986,952","29,656","581,225","8,675"
"
VALSARTAN
","
PRIVATE MARKET
","
TABUK PHARMACEUTI.
","
CO TABUVAN
","
COMBI
","
2015
","
TABUK PHARMACEUTI*
","
TABUK
","
12.5MG
","
C0 CARDIOVASCULAR SYSTEM
","
C09 AGNT REN-ANGIOTEN SYSTEM
","
C09D1 AT2 ANTG COMB C2 &/O DIU
","
C09D ANGIOTENSIN-II ANTAG.COMB
","
F.C.T.80MG/ 12.5 MG 30
","
201507
","
57.50
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
","438,439","7,625","1,093,137","19,011","785,166","13,655","897,289","15,605","1,313,303","22,840","495,019","8,609"
"
VALSARTAN
","
PRIVATE MARKET
","
TABUK PHARMACEUTI.
","
LOTEVAN
","
COMBI
","
2020
","
TABUK PHARMACEUTI*
","
TABUK
","
0160MG
","
C0 CARDIOVASCULAR SYSTEM
","
C09 AGNT REN-ANGIOTEN SYSTEM
","
C09D3 AT2 ANTG COMB CALC ANTAG
","
C09D ANGIOTENSIN-II ANTAG.COMB
","
F.C.T 10MG/ 160 MG 30
","
202010
","
91.50
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
","1,685,066","18,416","4,003,768","43,757","2,741,710","29,964","2,606,838","28,490","1,694,583","18,520","158,204","1,729"
"
VALSARTAN
","
PRIVATE MARKET
","
TABUK PHARMACEUTI.
","
LOTEVAN
","
COMBI
","
2020
","
TABUK PHARMACEUTI*
","
TABUK
","
0160MG
","
C0 CARDIOVASCULAR SYSTEM
","
C09 AGNT REN-ANGIOTEN SYSTEM
","
C09D3 AT2 ANTG COMB CALC ANTAG
","
C09D ANGIOTENSIN-II ANTAG.COMB
","
F.C.TAB 5MG/ 160 MG 30
","
202010
","
88.00
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
","4,600,024","52,273","8,511,624","96,723","4,750,064","53,978","3,768,424","42,823","2,665,608","30,291","218,416","2,482"
"
VALSARTAN
","
PRIVATE MARKET
","
TABUK PHARMACEUTI.
","
LOTEVAN
","
COMBI
","
2021
","
TABUK PHARMACEUTI*
","
TABUK
","
0320MG
","
C0 CARDIOVASCULAR SYSTEM
","
C09 AGNT REN-ANGIOTEN SYSTEM
","
C09D3 AT2 ANTG COMB CALC ANTAG
","
C09D ANGIOTENSIN-II ANTAG.COMB
","
F.C.TAB 5MG/ 320 MG 30
","
202101
","
127.00
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
",,,,,,,,,"49,911",393,,
"
VALSARTAN
","
PRIVATE MARKET
","
TABUK PHARMACEUTI.
","
LOTEVAN PLUS
","
COMBI
","
2022
","
TABUK PHARMACEUTI*
","
TABUK
","
12.5MG
","
C0 CARDIOVASCULAR SYSTEM
","
C09 AGNT REN-ANGIOTEN SYSTEM
","
C09D3 AT2 ANTG COMB CALC ANTAG
","
C09D ANGIOTENSIN-II ANTAG.COMB
","
FCT 10/160MG 12.5 MG 30
","
202203
","
82.00
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
","518,486","6,323","1,008,600","12,300","344,072","4,196","225,828","2,754",,,,
"
VALSARTAN
","
PRIVATE MARKET
","
TABUK PHARMACEUTI.
","
LOTEVAN PLUS
","
COMBI
","
2022
","
TABUK PHARMACEUTI*
","
TABUK
","
12.5MG
","
C0 CARDIOVASCULAR SYSTEM
","
C09 AGNT REN-ANGIOTEN SYSTEM
","
C09D3 AT2 ANTG COMB CALC ANTAG
","
C09D ANGIOTENSIN-II ANTAG.COMB
","
FCT 5/160MG 12.5 MG 30
","
202203
","
64.00
","
A ORAL SOLID ORDINARY
","
ABC ORAL S ORD FILM-COATED TABS
","
AB ORAL S ORD COATED TABLETS
","433,536","6,774","683,008","10,672","356,992","5,578","214,848","3,357",,,,
